6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
2,100,0.000400206, 0.00141116, 0.00141116, 0.00158487, 0.00158487, 0.00242211, 0.00259582, 0.00259582, 0.00276953,   0,   0,   0,   0,   0,   0
6,100,0.000381389, 0.000775149, 0.000775149, 0.00116891, 0.00119178, 0.00119178, 0.00158554, 0.00158554, 0.00162733, 0.00162733, 0.00200217, 0.00202109, 0.00202109, 0.00207639, 0.00207639
6,58.5,0.000373246, 0.000757102, 0.000757102, 0.00114096, 0.0011827, 0.0011827, 0.00156656, 0.00156656, 0.00170449, 0.00170449, 0.00199216, 0.00208834, 0.00208834, 0.00238881, 0.00238881
5,58.5,0.000375265, 0.000763256, 0.000763256, 0.00115125, 0.00119983, 0.00119983, 0.00158782, 0.00158782, 0.00174868, 0.00174868, 0.00202439, 0.00213667, 0.00213667, 0.00249004, 0.00249004
2,58.5,0.000405673, 0.000876068, 0.000876068, 0.00128175, 0.00128175, 0.00134646, 0.00175215, 0.00175215, 0.00215783,   0,   0,   0,   0,   0,   0
2,58.5,0.000405673, 0.000876068, 0.000876068, 0.00128175, 0.00128175, 0.00134646, 0.00175215, 0.00175215, 0.00215783,   0,   0,   0,   0,   0,   0
5,58.5,0.000375265, 0.000763256, 0.000763256, 0.00115125, 0.00119983, 0.00119983, 0.00158782, 0.00158782, 0.00174868, 0.00174868, 0.00202439, 0.00213667, 0.00213667, 0.00249004, 0.00249004
5,58.5,0.000533473, 0.00108022, 0.00108022, 0.00162696, 0.00165839, 0.00165839, 0.00220514, 0.00220514, 0.0022977, 0.0022977, 0.00278331, 0.00284444, 0.00284444, 0.00307045, 0.00307045
6,58.5,0.000529312, 0.00106831, 0.00106831, 0.0016073, 0.00163149, 0.00163149, 0.00217048, 0.00217048, 0.00224413, 0.00224413, 0.00273366, 0.00278312, 0.00278312, 0.00296547, 0.00296547
6,58.5,0.000155699, 0.000362781, 0.000362781, 0.000569863, 0.000691851, 0.000691851, 0.000898933, 0.000898933, 0.00117764, 0.00117764, 0.001228, 0.00138472, 0.00138472, 0.00171379, 0.00171379
6,58.5,0.00120964, 0.00246114, 0.00246114, 0.00371264, 0.00378924, 0.00378924, 0.00504073, 0.00504073, 0.00517931, 0.00517931, 0.00636883, 0.0064308, 0.0064308, 0.00660674, 0.00660674
